age,workclass,fnlwgt,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
34,4,140011,9,4,3,3,4,1,0,0,45,39,0
53,1,411700,9,2,1,0,4,1,7298,0,40,39,1
26,7,179633,10,4,11,3,4,1,0,0,40,39,0
57,2,317690,14,2,4,0,4,1,7688,0,60,39,1
45,2,213334,14,4,10,1,4,0,0,0,45,39,0
41,4,165304,10,2,3,0,4,1,0,0,50,12,0
57,4,192325,9,6,8,4,4,0,0,0,42,39,0
53,6,385183,10,2,8,0,4,1,0,0,60,39,0
33,4,232650,13,2,12,0,4,1,0,0,40,39,1
47,6,182474,9,2,4,5,4,0,0,0,36,39,0
37,4,119992,6,2,5,0,4,1,0,0,40,39,0
26,4,376016,9,4,8,1,4,0,0,0,30,39,0
39,4,144638,14,0,10,1,4,0,0,0,45,39,1
48,1,113612,13,2,10,0,4,1,0,0,40,39,1
65,0,106161,12,2,0,0,4,1,0,0,40,39,0
36,6,48160,13,2,4,0,4,1,0,0,40,39,0
30,6,55176,9,2,3,0,4,1,0,0,30,39,0
21,4,291232,10,4,8,1,4,1,0,0,40,39,0
55,4,250149,10,2,10,0,4,1,0,0,40,39,1
62,0,221064,10,2,0,0,4,1,0,0,40,39,0
27,6,87745,11,2,5,0,4,1,0,0,70,39,0
35,4,97136,10,4,8,4,2,0,0,0,37,39,0
18,4,632271,10,3,1,2,4,0,0,0,40,29,0
18,4,295607,6,4,14,3,4,1,0,0,40,39,0
84,0,163443,4,6,0,1,4,1,0,0,3,39,0
78,6,213136,9,6,4,1,4,1,0,0,24,39,0
23,4,107882,13,4,13,3,4,0,0,0,50,39,0
35,4,214378,9,4,1,3,4,0,0,0,40,39,0
24,4,236427,10,2,1,0,4,1,0,0,40,39,1
28,4,34292,9,4,3,3,4,1,0,0,40,39,0
33,4,204780,10,2,1,5,4,0,15024,0,40,39,1
22,4,161508,10,4,10,3,4,1,0,0,40,39,0
80,4,151959,9,6,8,1,2,1,0,0,15,39,0
41,4,196001,9,2,12,5,4,0,0,0,20,39,0
27,6,211259,14,4,10,1,4,1,0,0,40,39,1
45,4,35136,13,2,13,0,2,1,0,0,40,39,1
52,4,288353,13,2,12,0,4,1,99999,0,48,39,1
48,2,93449,15,2,10,0,1,1,99999,0,40,30,1
17,4,40432,6,4,1,3,4,0,0,0,4,39,0
60,4,180632,8,0,5,1,4,1,0,0,40,39,0
76,4,204113,9,6,11,1,4,0,7896,0,18,39,0
22,4,336101,10,4,8,1,4,0,0,0,30,39,0
34,4,235062,9,4,3,1,4,1,0,0,45,39,0
49,0,312552,9,2,0,0,4,1,0,2002,70,39,0
39,4,226947,4,5,8,2,4,1,0,0,40,8,0
40,4,29393,9,4,3,3,4,0,0,0,40,39,0
38,0,115376,10,2,0,5,2,0,0,0,40,39,0
52,5,146574,15,2,10,0,4,1,0,0,40,39,1
28,7,175389,12,4,1,3,4,0,0,0,40,26,0
26,5,316688,10,4,12,2,4,1,0,0,40,39,0
63,6,187919,13,2,12,0,4,1,0,0,40,39,1
41,0,188436,9,2,0,0,4,1,0,0,20,2,0
41,4,80666,10,2,10,0,4,1,0,0,50,39,1
59,6,381965,9,2,12,0,4,1,0,1740,80,39,0
31,4,192039,12,0,10,3,4,0,0,0,40,39,0
34,6,181091,10,4,5,3,4,1,0,0,50,39,0
40,4,50191,5,0,3,4,4,1,5455,0,40,39,0
29,4,155256,13,4,13,1,2,0,0,0,40,39,0
42,4,104973,9,2,3,0,4,1,0,0,40,39,0
35,4,348771,9,2,5,0,4,1,0,0,40,2,0
55,4,96415,9,6,8,4,2,0,0,0,35,39,0
77,4,213136,16,6,4,4,4,1,0,0,40,39,0
59,5,155259,10,2,4,5,4,0,0,0,20,39,0
47,4,95155,13,2,4,0,4,1,0,0,43,39,1
56,4,178787,9,2,6,0,4,1,0,0,40,39,0
34,4,361497,7,2,14,0,4,1,0,0,40,39,0
61,7,254890,9,2,14,0,4,1,0,0,40,39,0
36,4,296478,9,2,12,0,4,1,0,0,40,39,1
61,4,179791,9,4,12,3,4,0,0,0,40,39,0
25,5,110010,9,0,12,3,4,1,0,0,40,39,0
35,4,89622,9,2,14,0,4,1,0,0,40,39,0
56,7,118614,9,0,1,1,4,0,0,0,40,39,0
30,7,35683,13,0,13,1,4,0,0,0,40,39,0
53,2,163815,7,2,8,0,4,1,0,2179,41,39,0
49,4,175305,4,0,8,4,4,0,0,0,40,39,0
33,5,96245,9,2,12,0,4,1,0,0,99,39,0
27,4,201017,16,2,10,0,4,1,0,0,80,39,0
48,4,95388,10,4,4,1,2,0,0,0,40,39,0
42,4,249332,9,2,7,0,4,1,0,0,40,39,1
27,4,194759,12,3,3,1,4,1,0,0,50,39,0
61,4,260062,6,4,8,3,4,0,4416,0,38,39,0
36,6,166213,9,2,14,0,4,1,0,0,40,39,1
42,4,46743,10,2,10,5,4,0,0,0,25,0,0
20,4,112387,6,4,3,3,4,1,0,0,40,39,0
22,4,324685,5,4,12,1,4,0,0,0,32,39,0
34,4,87943,4,2,3,5,3,0,0,0,48,0,0
45,1,187510,14,2,10,0,4,1,0,0,40,39,1
26,4,188703,14,4,10,1,4,0,0,0,40,39,0
38,4,127961,13,2,10,0,4,1,7688,0,40,39,1
34,4,200117,9,2,3,0,4,1,0,0,40,39,0
40,5,142030,13,2,4,5,4,0,0,0,55,39,1
30,4,226296,14,2,10,0,4,1,0,0,40,39,1
27,4,239130,15,4,10,3,4,1,0,0,40,39,0
24,4,165475,9,4,5,1,4,1,0,0,25,39,0
46,5,328216,15,2,10,0,4,1,0,1902,45,39,1
21,0,118023,10,4,0,3,4,1,0,0,35,39,0
42,6,206066,14,4,10,3,4,1,0,0,45,39,0
29,2,141005,10,0,8,4,4,0,0,0,24,39,0
28,4,104870,11,4,8,1,2,0,0,0,48,39,0
44,6,253250,14,2,10,0,4,1,0,0,54,39,0
39,4,497788,12,2,12,0,4,1,0,0,50,39,1
42,4,128354,13,2,1,5,4,0,0,0,40,39,1
49,4,140782,6,0,4,4,4,0,0,0,40,39,0
37,4,216129,9,4,3,1,2,0,0,0,45,39,0
65,4,65757,9,4,1,4,4,0,0,0,40,39,0
35,0,264758,10,2,0,0,2,1,0,0,40,14,0
23,4,245361,10,4,5,3,4,1,0,0,35,39,0
48,2,216689,9,2,3,0,4,1,0,0,40,39,0
19,0,139517,7,4,0,3,4,1,0,0,25,39,0
65,2,188903,9,2,6,0,4,1,6418,0,45,39,1
18,4,170094,9,4,6,3,4,0,0,0,20,39,0
53,4,108836,5,2,14,0,4,1,0,0,40,39,0
27,4,189565,9,2,4,3,4,1,0,0,40,39,0
46,4,347993,2,0,3,1,4,1,0,0,40,26,0
49,4,187308,10,2,8,2,4,1,0,0,35,39,0
27,7,136077,13,4,10,1,4,1,0,0,40,39,0
25,7,165457,13,4,13,3,1,1,2463,0,40,39,0
49,1,175428,10,2,1,0,4,1,0,0,40,39,1
78,0,143574,10,6,0,1,4,1,0,0,5,39,0
34,4,349148,15,2,10,0,4,1,0,0,40,39,1
72,4,103990,14,2,8,0,4,1,0,0,12,39,0
55,5,183884,9,2,4,0,4,1,0,0,50,39,1
21,4,464484,9,3,1,3,4,0,0,0,40,39,0
41,4,190786,11,2,1,0,4,1,7298,0,40,39,1
30,4,348592,9,5,8,1,4,1,0,0,40,39,0
25,0,177839,9,4,0,3,4,1,0,0,40,39,0
32,4,152156,9,5,3,1,4,1,0,0,53,39,0
55,4,141807,9,3,3,2,4,1,0,0,40,31,0
47,2,188537,14,2,10,5,4,0,0,0,60,39,1
43,4,203233,9,2,14,0,4,1,0,0,50,39,1
51,4,28978,10,6,8,1,4,0,0,0,40,39,0
53,5,116211,10,2,4,0,4,1,0,0,40,39,0
18,0,97683,9,4,0,3,4,0,0,0,15,39,0
19,4,283945,9,4,8,3,4,1,0,0,35,39,0
43,4,115178,13,0,10,4,4,0,0,0,43,39,1
48,7,77102,16,2,10,0,4,1,0,0,45,39,1
23,4,132220,9,2,6,0,4,1,0,0,40,39,0
53,4,129301,10,2,12,0,4,1,0,0,45,39,1
22,4,187592,10,4,4,1,4,1,0,0,30,39,0
34,4,312667,14,2,10,0,4,1,0,0,45,39,0
36,2,206951,10,2,11,0,4,1,0,0,40,39,0
27,4,587310,12,2,14,3,4,1,0,0,40,8,0
76,4,328227,13,2,1,0,4,1,5556,0,13,39,1
35,4,100634,10,0,1,4,4,0,0,0,40,39,0
49,4,274200,9,2,4,0,4,1,0,0,72,39,0
18,5,29582,7,4,5,3,4,1,0,0,50,39,0
68,4,174812,9,4,8,1,4,1,0,0,15,39,0
22,7,138513,13,4,10,1,4,1,0,0,15,39,0
37,4,219137,4,0,12,4,4,0,0,0,44,39,0
23,4,265148,13,4,12,2,4,1,0,0,55,39,0
41,4,302606,9,0,4,4,4,0,0,0,40,39,0
18,4,197600,7,4,6,3,4,1,0,0,20,39,0
36,4,167415,9,0,3,4,4,1,0,0,40,39,0
44,4,13769,10,2,4,0,0,1,0,0,40,39,1
26,4,109390,9,2,6,0,4,1,0,0,40,39,0
36,4,218188,9,0,7,4,4,0,0,0,32,39,0
49,4,167159,10,2,7,0,4,1,0,0,40,39,0
72,4,128529,9,6,8,4,4,0,0,0,28,39,0
22,4,200973,12,4,8,1,4,0,0,0,12,39,0
22,4,118235,9,4,12,1,0,1,0,0,55,39,0
23,2,250165,13,4,10,3,4,0,594,0,40,39,0
47,4,269620,10,2,7,0,4,1,0,0,40,0,0
46,4,212162,3,2,8,0,2,1,0,0,40,39,0
25,4,147638,13,4,1,3,1,0,0,0,40,19,0
42,4,304605,10,2,3,0,4,1,0,0,40,39,0
45,6,165267,5,2,14,0,2,1,0,0,40,39,0
28,4,122037,13,2,10,0,4,1,0,0,55,39,1
63,5,165611,13,2,4,0,4,1,0,0,35,39,0
21,4,262634,4,4,5,1,4,1,0,0,36,39,0
46,4,280766,9,0,11,1,4,1,0,0,40,5,0
21,4,226668,11,4,3,1,3,1,0,0,40,39,0
37,4,130200,9,2,4,0,4,1,0,0,70,39,1
17,4,98005,7,4,12,3,4,0,0,0,20,39,0
47,4,308857,13,0,4,1,4,1,0,0,50,39,0
51,4,108914,9,2,6,0,4,1,0,0,40,39,0
64,2,210464,14,6,10,4,2,0,0,0,40,39,0
30,4,172748,9,2,4,0,4,1,0,0,40,39,0
27,4,192140,9,4,1,1,4,0,0,0,20,39,0
21,4,126568,9,4,1,2,4,1,0,0,40,39,0
50,4,179339,9,0,1,1,4,0,0,0,45,39,0
43,2,31621,10,0,1,4,4,0,0,0,20,39,0
39,4,365009,13,4,6,3,4,1,0,0,40,39,0
20,4,344698,10,4,7,3,4,1,0,0,30,39,0
42,4,159911,9,2,8,5,4,0,0,0,24,39,0
25,4,389456,10,4,3,3,4,1,0,0,30,39,0
48,4,167472,10,0,3,1,4,1,0,0,40,39,0
17,4,201412,6,4,5,3,4,1,594,0,5,39,0
26,6,331861,13,4,12,1,4,1,0,0,60,39,1
58,4,97541,14,2,4,0,4,1,0,0,46,39,1
34,4,71865,5,2,7,5,3,0,0,0,40,32,0
29,4,196564,9,2,1,0,4,1,0,0,40,39,0
19,4,218956,10,4,13,3,4,1,0,0,20,39,0
27,4,37359,13,4,10,1,4,1,0,0,40,0,0
41,4,184630,13,0,6,1,4,1,4416,0,40,39,0
17,2,161955,7,4,1,3,0,0,0,0,30,39,0
24,4,200089,9,2,8,0,4,1,0,0,40,13,0
39,6,193026,16,2,10,0,4,1,0,0,55,39,1
72,6,336423,3,2,5,0,4,1,0,0,40,39,0
52,7,184529,9,2,11,0,4,1,0,0,40,39,1
30,4,153876,12,4,10,1,4,0,0,0,53,39,0
22,4,269687,10,4,12,3,4,1,0,0,35,39,0
27,4,153805,10,4,3,4,3,1,0,0,45,7,0
43,4,151504,9,2,3,0,4,1,0,0,40,39,0
45,4,330087,12,4,5,1,4,1,0,0,40,39,0
59,4,164970,9,2,10,0,2,1,0,0,60,39,0
23,4,239539,10,4,3,3,1,1,0,0,40,0,1
55,6,50215,11,2,8,5,4,0,0,0,42,39,0
51,2,80123,10,2,11,0,4,1,0,0,35,39,0
54,0,55139,13,2,0,0,4,1,0,0,43,39,0
44,0,276096,10,4,0,2,4,1,0,0,45,39,0
41,4,222813,12,2,12,0,4,1,0,0,45,39,1
24,4,172232,9,2,7,0,4,1,0,0,42,39,0
54,6,386773,10,2,4,0,4,1,0,0,60,39,0
38,4,87556,10,2,3,0,4,1,0,0,40,39,0
38,7,169926,13,2,10,5,4,0,0,0,21,39,1
41,4,104196,14,2,4,0,4,1,0,0,50,39,1
34,4,320027,9,2,8,0,4,1,0,0,50,39,0
59,4,116637,9,2,3,0,4,1,0,0,40,39,0
33,4,307640,11,4,4,4,2,0,0,0,40,39,0
69,0,138386,9,2,0,0,4,1,1409,0,35,39,0
25,4,269015,9,4,8,2,2,0,0,0,40,39,0
30,4,90308,1,4,8,4,4,1,0,0,28,8,0
41,2,39581,9,5,8,1,2,0,4101,0,40,39,0
49,6,241688,9,2,10,0,4,1,0,0,60,5,0
22,2,467759,9,0,7,3,4,1,0,0,48,39,0
39,4,303677,10,0,4,4,4,0,0,0,15,39,0
56,4,47392,11,2,13,0,4,1,0,0,40,39,1
37,4,97925,9,0,1,1,4,0,0,0,40,39,0
18,2,243240,10,4,8,3,4,1,0,0,15,39,0
29,4,472344,3,2,6,1,4,1,0,0,40,26,0
41,4,177054,9,0,7,4,4,1,0,0,40,39,0
43,2,212206,11,2,1,5,4,0,0,0,40,39,1
34,4,244147,9,2,8,0,4,1,0,0,40,39,1
29,4,167336,10,2,1,5,4,0,0,0,50,39,0
43,7,135060,14,2,4,0,4,1,0,0,50,0,1
49,4,52184,9,2,7,0,4,1,0,0,40,39,0
31,4,159187,10,2,3,0,4,1,0,0,25,39,0
35,1,22494,13,0,10,1,4,0,0,0,50,39,1
36,4,219745,9,5,3,1,4,1,0,0,40,39,0
67,4,113323,14,0,1,4,4,1,0,0,41,39,0
36,4,181099,16,2,4,0,4,1,0,0,40,39,0
26,4,216741,9,4,1,1,4,0,0,0,40,39,0
51,2,106365,12,0,1,4,4,0,0,0,40,39,0
45,4,124973,10,2,3,0,4,1,0,0,30,39,0
37,4,73199,9,2,6,0,1,1,0,0,40,39,1
49,1,362679,11,2,1,0,4,1,0,0,9,39,1
29,4,197222,13,4,4,1,4,0,0,0,40,39,0
56,4,33115,9,0,8,4,4,0,0,0,40,39,0
42,1,37997,13,2,4,0,4,1,0,0,40,39,0
47,4,162067,14,2,1,0,2,1,0,0,40,14,0
35,4,133839,10,2,7,0,4,1,0,0,40,39,1
33,6,398874,13,4,13,3,4,1,0,0,40,39,0
26,5,289224,13,4,4,1,4,1,0,0,40,39,0
19,4,261259,10,4,6,3,4,1,0,0,35,39,0
61,4,438587,3,2,7,0,2,1,0,0,40,39,0
31,4,271162,7,4,4,3,4,1,0,0,40,39,0
66,0,115880,9,2,0,0,4,1,0,0,24,39,0
21,4,29810,10,4,1,1,4,0,0,0,40,39,0
19,4,277695,1,4,5,1,4,1,0,0,50,26,0
35,4,277347,9,2,7,0,4,1,0,0,55,39,0
43,0,220445,9,6,0,3,2,1,0,0,40,39,0
29,4,231507,9,4,3,1,4,1,0,0,35,39,0
28,4,184477,11,0,3,1,4,1,0,0,60,39,0
24,4,174714,10,4,6,3,4,1,0,0,45,39,0
24,4,118792,10,4,12,3,4,0,0,0,12,39,0
46,2,274689,12,0,11,1,4,1,0,0,40,39,0
24,4,148315,9,4,6,4,4,1,0,0,45,39,0
24,4,99844,14,4,10,3,4,1,0,0,60,39,0
36,7,143437,13,0,10,1,3,0,0,0,40,39,0
22,4,114357,10,4,1,1,4,1,0,0,55,39,0
46,0,427055,10,0,0,1,4,1,0,0,40,39,1
68,2,137518,9,6,1,1,4,0,0,0,33,39,0
33,4,183125,9,4,12,1,4,0,0,0,45,39,0
28,4,269317,9,2,7,0,4,1,0,0,42,39,0
46,7,107682,9,0,1,1,4,0,0,0,38,39,0
30,4,159589,13,2,4,0,4,1,0,1848,50,39,1
50,4,46401,13,3,12,1,4,0,0,0,20,11,0
69,6,164754,9,2,10,0,4,1,0,0,20,39,0
63,0,109446,9,2,0,0,4,1,0,0,40,39,0
33,4,314068,11,0,13,4,4,0,0,0,40,39,0
22,4,242138,9,2,1,5,4,0,0,0,40,39,0
39,1,203070,10,2,1,0,4,1,0,0,40,39,1
39,4,266960,10,0,7,1,4,0,0,0,25,39,0
29,6,239511,10,5,1,4,4,0,0,0,50,39,0
65,0,244749,9,2,0,0,4,1,0,0,20,5,0
23,4,244698,3,4,5,2,4,1,0,0,35,26,0
25,4,207258,5,4,1,4,4,0,0,0,40,26,0
61,4,111563,7,2,14,0,4,1,0,0,27,39,0
50,4,233149,11,2,12,0,4,1,0,0,50,39,1
61,4,166789,14,2,4,0,4,1,0,2246,50,39,1
54,5,22743,13,0,4,1,4,1,99999,0,70,39,1
41,2,180599,14,2,10,0,4,1,0,0,50,39,0
38,4,28738,10,4,1,1,4,0,0,0,40,39,0
38,4,259846,9,2,3,0,4,1,0,0,60,39,1
24,5,158950,13,2,12,0,4,1,0,0,45,39,0
23,4,185948,9,4,3,4,4,1,0,0,40,39,0
67,0,187553,4,0,0,1,4,1,0,0,40,39,0
49,4,169092,10,2,4,5,4,0,5178,0,40,2,1
40,4,129298,9,2,3,0,4,1,0,0,40,39,0
36,4,120204,9,0,13,1,4,0,0,0,40,39,0
49,2,229337,9,5,8,1,4,1,0,0,40,39,0
43,4,183674,8,3,12,4,4,0,0,0,25,0,0
34,4,538243,10,5,13,4,2,0,0,0,40,39,0
38,4,108947,9,0,7,1,4,1,2174,0,40,39,0
35,4,128516,9,2,4,5,4,0,0,0,45,39,0
28,4,147560,10,4,12,3,4,1,0,0,40,39,0
36,4,131808,9,2,7,0,4,1,4386,0,40,39,1
33,4,234537,9,2,3,0,4,1,0,0,40,39,0
46,2,165160,13,2,10,5,4,0,0,0,40,39,1
51,4,90275,9,0,12,4,4,0,0,0,45,39,0
26,2,143583,14,4,10,1,4,0,0,0,40,39,0
27,6,210020,9,2,7,3,4,1,0,0,40,39,0
26,4,135603,14,4,4,1,4,1,0,0,48,39,0
59,0,441227,14,2,0,0,2,1,7298,0,50,39,1
38,4,341943,9,0,4,4,4,0,0,0,40,39,0
64,4,38274,4,2,5,0,4,1,0,0,40,39,0
35,4,327435,10,5,10,4,4,0,0,0,45,39,1
27,1,175262,10,4,7,3,4,1,0,0,40,39,0
24,4,376474,9,2,6,0,4,1,0,0,65,39,0
38,4,171150,4,2,3,0,4,1,3781,0,78,39,0
32,4,459465,9,2,3,0,4,1,0,0,40,8,0
37,2,188391,12,0,8,4,4,1,0,0,60,39,1
37,4,196373,9,2,3,0,4,1,0,0,40,39,1
28,4,122913,9,2,12,0,4,1,0,0,40,39,1
35,7,37314,16,4,10,1,4,1,0,0,55,39,0
37,4,198492,9,4,6,3,4,1,0,0,40,39,0
47,6,20946,13,0,8,1,4,0,0,0,40,39,0
20,4,281608,10,4,12,1,4,0,0,0,50,39,0
31,6,213643,14,0,10,1,4,1,0,1590,60,39,0
18,4,39222,7,4,6,3,4,1,0,0,30,39,0
23,4,208238,6,4,12,3,4,0,0,0,20,39,0
53,4,261207,9,2,8,0,4,1,0,0,40,29,0
36,4,131192,9,2,7,0,4,1,0,0,40,39,1
75,4,148214,9,6,1,1,4,0,0,0,25,39,0
54,6,155965,9,2,5,0,4,1,0,0,56,39,0
25,4,269004,11,4,3,3,4,1,0,0,40,39,0
47,6,97883,9,0,8,1,4,0,0,0,48,22,0
52,4,177942,9,2,1,5,4,0,0,0,40,39,1
38,2,360494,15,4,10,1,4,1,0,0,50,39,0
45,6,45136,15,2,10,0,4,1,99999,0,60,39,1
28,4,173483,13,2,10,5,4,0,5013,0,20,39,0
19,4,205953,9,4,6,1,2,1,0,0,20,39,0
41,4,169823,15,2,10,0,4,1,0,0,46,39,1
18,4,99591,7,4,8,3,4,0,0,0,16,39,0
42,4,32627,9,2,14,0,4,1,0,0,40,39,0
30,4,378009,9,4,7,3,4,1,0,0,40,39,0
48,4,233511,9,2,3,0,4,1,0,0,40,39,1
51,4,173987,9,2,3,0,4,1,0,0,40,39,1
45,4,162302,9,0,4,4,4,0,0,0,30,39,0
24,4,192812,14,4,10,3,4,0,0,0,40,39,0
65,4,217661,9,2,14,0,4,1,0,2246,40,39,1
61,4,353031,9,2,14,0,4,1,0,0,60,39,0
21,4,155483,10,4,3,1,4,1,0,0,40,39,0
41,6,274158,10,2,7,0,4,1,0,0,30,39,0
35,2,26987,13,4,10,1,4,0,0,1876,45,39,0
49,4,68493,9,3,3,4,2,1,0,0,40,39,0
19,0,257421,10,4,0,3,2,0,0,0,15,39,0
26,4,38257,9,4,8,4,4,0,0,0,20,39,0
22,2,175586,9,4,14,3,2,0,0,0,20,39,0
49,4,316323,9,2,14,0,2,1,0,0,48,39,1
36,4,117802,11,2,10,0,4,1,0,0,40,39,0
18,6,454950,10,4,1,3,4,0,0,0,40,39,0
17,4,284277,7,4,8,3,4,1,1055,0,20,39,0
32,7,90409,10,4,3,3,4,1,0,0,20,39,0
43,4,248094,9,2,7,0,4,1,0,0,44,39,1
29,4,138692,9,0,3,1,4,1,0,0,40,39,0
46,4,173938,14,2,10,0,4,1,15024,0,50,39,1
65,0,146722,8,2,0,0,4,1,0,0,10,39,0
31,4,145439,9,2,1,0,0,1,0,0,40,39,0
24,4,324445,9,4,7,1,4,0,0,0,40,39,0
32,4,176410,9,4,1,3,4,0,0,0,38,39,0
25,4,129275,9,4,6,1,4,1,0,0,40,39,0
28,4,399123,9,4,6,1,2,1,0,0,40,39,0
51,4,76044,14,0,10,4,3,1,4787,0,35,26,1
28,4,87632,10,2,12,0,4,1,0,0,43,39,0
33,4,269605,9,4,4,1,4,1,0,0,32,39,0
46,4,37718,12,2,13,0,4,1,0,1977,50,39,1
70,0,162659,4,2,0,0,4,1,0,0,8,39,0
45,6,277434,13,2,4,0,4,1,0,0,50,39,0
28,4,209205,10,4,1,1,4,1,0,0,44,39,0
75,0,34235,9,6,0,1,4,0,2964,0,14,39,0
41,4,141186,9,3,1,4,4,0,0,0,40,39,0
48,4,123681,10,2,14,0,4,1,0,0,40,39,1
31,4,174215,9,2,4,5,4,0,0,0,35,39,0
17,4,96354,7,4,8,3,4,1,0,0,40,39,0
64,0,109108,9,0,0,1,4,0,0,0,20,39,0
37,4,107302,10,2,12,0,4,1,0,0,50,39,1
51,2,250054,10,6,8,4,4,0,0,0,40,39,0
51,4,50459,14,2,10,0,4,1,0,1740,40,39,0
57,2,22975,14,2,4,0,2,1,0,0,40,39,1
29,4,97189,11,4,1,3,4,0,0,0,40,39,0
28,4,238859,9,4,6,2,4,1,0,0,20,39,0
26,7,239303,13,2,1,0,4,1,3942,0,7,39,0
33,4,310655,14,2,10,0,4,1,0,0,45,39,0
42,4,276218,13,0,4,4,4,0,0,0,38,39,0
30,4,94235,13,2,10,0,4,1,0,1977,50,39,1
45,4,135339,10,2,3,0,1,1,0,0,45,39,0
20,4,199703,9,2,8,0,4,1,0,0,28,39,0
36,4,52532,9,2,14,0,4,1,0,0,40,39,0
64,7,186376,13,2,10,0,4,1,5178,0,40,39,1
29,4,229124,9,2,1,0,4,1,0,0,48,39,1
18,4,152508,7,2,12,5,3,0,0,0,20,39,0
45,4,54260,9,4,5,1,4,1,0,0,60,39,0
31,4,48520,9,2,14,0,4,1,0,0,30,39,0
66,6,439777,6,2,3,0,4,1,0,0,25,39,0
49,4,191389,9,0,12,1,4,0,0,0,40,39,0
45,4,118714,11,2,3,0,4,1,0,0,40,39,0
22,4,34616,10,4,8,4,4,0,0,0,20,39,0
29,0,199074,9,4,0,3,4,1,0,0,20,39,0
20,0,112858,9,4,0,3,4,1,0,0,2,39,0
22,4,199555,9,4,14,1,4,1,0,0,48,39,0
21,0,211013,10,4,0,3,4,0,0,0,40,39,0
46,4,107425,9,0,12,1,4,0,0,0,40,39,0
62,4,106549,12,2,1,5,4,0,0,0,40,39,0
41,7,110556,14,2,4,5,2,0,0,0,40,39,0
46,6,265097,9,2,3,0,4,1,0,0,40,11,0
41,4,215219,9,0,3,1,4,0,0,0,40,39,0
61,6,142988,10,2,3,0,4,1,0,0,40,39,0
64,4,239450,14,2,10,0,4,1,0,0,45,39,1
18,4,162084,9,4,8,3,4,0,0,0,40,39,0
34,4,83066,9,2,14,0,2,1,0,0,40,39,0
36,4,181705,10,5,14,1,4,1,0,0,40,39,0
80,4,138737,9,0,1,2,4,0,0,0,20,39,0
24,1,332194,5,4,1,2,2,1,0,0,40,39,0
20,4,291979,9,4,12,4,4,1,0,0,35,39,0
64,4,162761,10,6,12,1,4,1,2354,0,35,39,0
21,4,153643,9,4,8,3,2,1,0,0,70,39,0
52,4,30908,9,2,5,0,4,1,0,0,60,39,0
31,4,92179,6,0,7,1,4,1,0,0,40,39,0
66,5,50408,8,2,12,0,4,1,0,0,20,39,0
50,1,191013,9,5,12,2,0,0,0,0,40,39,0
62,4,170969,10,2,3,0,2,1,0,0,40,39,1
19,0,302229,9,4,0,3,2,1,0,0,10,39,0
49,4,80026,4,2,3,0,4,1,0,0,50,39,0
33,4,93056,9,2,14,0,4,1,0,0,40,39,0
38,2,414791,9,2,14,0,4,1,0,0,40,39,1
20,4,37894,10,4,1,3,4,0,0,1719,30,39,0
31,2,164243,9,2,11,0,4,1,0,0,55,39,1
41,6,36651,10,2,3,0,4,1,0,0,45,39,1
22,6,26248,9,4,8,3,4,0,0,0,50,39,0
41,4,244522,9,2,3,0,4,1,7688,0,42,39,1
39,4,183279,13,2,12,0,4,1,7298,0,40,39,1
63,4,177063,9,2,14,0,4,1,0,0,40,39,0
25,4,220220,9,4,6,1,4,1,0,0,47,39,0
58,4,180779,9,2,10,0,4,1,0,0,40,39,0
26,4,238787,13,2,12,5,4,0,0,0,20,39,0
38,4,32086,10,0,1,3,4,1,0,0,52,39,0
35,4,302149,10,2,3,0,1,1,0,0,40,1,1
43,6,136986,13,2,4,0,4,1,7298,0,50,39,1
47,7,61062,16,5,4,3,1,1,2354,0,45,39,0
33,4,260782,4,2,3,0,4,1,0,0,40,26,0
21,4,82061,3,4,3,1,3,1,0,0,32,26,0
22,4,254351,9,2,11,3,4,1,0,0,40,39,0
25,4,128699,13,4,1,1,4,0,0,0,45,39,0
59,4,171328,13,3,10,2,2,0,2202,0,37,39,0
24,0,152719,10,4,0,3,2,0,0,0,15,14,0
42,4,97688,9,2,14,0,4,1,7298,0,40,39,1
33,4,199248,10,2,10,5,4,0,0,0,40,39,0
25,4,67240,13,4,10,3,4,1,0,0,35,39,0
27,4,1490400,10,2,4,0,4,1,0,0,40,39,0
36,6,188503,14,4,10,1,4,0,0,0,60,39,1
40,4,180206,12,2,4,0,4,1,0,0,40,39,1
27,4,201872,13,4,4,1,4,1,0,0,40,39,0
36,4,314373,9,0,12,1,4,1,0,0,50,39,0
36,4,107737,7,2,3,0,4,1,0,0,40,32,0
44,4,209093,13,4,10,1,4,1,0,0,40,39,0
48,2,218357,9,5,14,4,4,0,0,0,25,39,0
43,4,163434,9,2,3,0,4,1,0,0,40,39,1
43,4,326701,3,5,3,1,3,1,0,0,40,26,0
41,4,164612,13,2,4,0,4,1,0,1887,50,39,1
29,6,37429,9,2,8,5,4,0,0,0,30,39,0
31,4,408208,9,4,7,1,2,1,0,0,30,39,0
54,4,105638,5,2,3,0,4,1,0,0,40,39,0
36,4,81259,12,0,10,4,4,0,0,0,36,39,0
37,4,201141,9,0,7,4,4,0,0,0,40,39,0
27,4,394927,9,4,3,3,4,1,0,0,40,39,0
52,1,165998,15,2,2,0,4,1,7298,0,50,39,1
40,4,41888,10,2,14,0,2,1,0,2415,70,39,1
